المعرف,النوع,"رمز المنتج (SKU)",الاسم,"تم النشر","هل هي مميزة؟","إمكانية العرض في الكاتلوج","وصف قصير",الوصف,"تاريخ بدء سعر التخفيض","تاريخ نهاية سعر التخفيض","حالة الضريبة","فئة الضريبة",متوفر؟,المخزون,"انخفاض كمية المخزون","الطلبات المسبقة مسموحة؟","تباع بشكل فردي؟","الوزن (kg)","الطول (cm)","العرض (cm)","الارتفاع (cm)","السماح بمراجعات الزبائن؟","ملاحظة عملية الشراء","سعر التخفيض","السعر الافتراضي",التصنيفات,الوسوم,"فئة الشحن",الصور,"حدود التنزيل","أيام مدة صلاحية التنزيل",الأب,"منتجات مُجمّعة","منتجات يوصى بها","منتجات تسويقية","رابط خارجي","نص الزر",الموضع,"بيانات ميتا: _wpml_word_count","بيانات ميتا: _checkbox_badge_hot","بيانات ميتا: _wc_facebook_sync_enabled","بيانات ميتا: fb_visibility","بيانات ميتا: fb_product_description","بيانات ميتا: _wc_facebook_product_image_source","بيانات ميتا: _wc_facebook_commerce_enabled","بيانات ميتا: _wpml_media_has_media","بيانات ميتا: _wpb_vc_js_status","بيانات ميتا: _wpml_media_duplicate","بيانات ميتا: _wpml_media_featured","بيانات ميتا: _wpml_location_migration_done","بيانات ميتا: fb_product_group_id","بيانات ميتا: fb_product_item_id","بيانات ميتا: _yoast_wpseo_content_score","بيانات ميتا: _yoast_wpseo_estimated-reading-time-minutes","بيانات ميتا: _yoast_wpseo_wordproof_timestamp","اسم السمة 1","قيمة/قيم السمة 1","عرض السمة 1","سمة عالمية 1","اسم السمة 2","قيمة/قيم السمة 2","عرض السمة 2","سمة عالمية 2","بيانات ميتا: _yoast_wpseo_primary_product_cat","بيانات ميتا: _yoast_wpseo_focuskw","بيانات ميتا: _yoast_wpseo_metadesc","بيانات ميتا: _yoast_wpseo_linkdex","بيانات ميتا: _oembed_12d42a806dc672d81f1b6eda3d16290d","بيانات ميتا: _oembed_time_12d42a806dc672d81f1b6eda3d16290d","بيانات ميتا: _oembed_0224b2a9772e4ceac1f5fcb08e0c57b7","بيانات ميتا: _oembed_time_0224b2a9772e4ceac1f5fcb08e0c57b7","بيانات ميتا: _oembed_277d867882773c77793b32f3037a5db5","بيانات ميتا: _oembed_time_277d867882773c77793b32f3037a5db5","بيانات ميتا: _vi_wad_aliexpress_variation_id","بيانات ميتا: _vi_wad_aliexpress_variation_attr","بيانات ميتا: fb_product_image","بيانات ميتا: fb_product_price"
4702,variation,1005005075271899-style5-ثلاثة-مقعد,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style5, ثلاثة-مقعد",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"7206,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-4.jpg,,,sku-00016,,,,,,1,"{""total"":21,""to_translate"":{""en"":21}}",,yes,yes,,product,,,,1,1,1,,6118449698218051,,,,pa_اللون,style5,,1,pa_اكتب,%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-%d9%85%d9%82%d8%b9%d8%af,,1,,,,,,,,,,,12000031538923478,14:200844060#style5;351:4112,,
4703,variation,1005005075271899-style4-ثلاثة-مقعد,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style4, ثلاثة-مقعد",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"7206,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-3.jpg,,,sku-00016,,,,,,2,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,6008801179185950,,,,pa_اللون,style4,,1,pa_اكتب,%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-%d9%85%d9%82%d8%b9%d8%af,,1,,,,,,,,,,,12000031538923476,14:365458#style4;351:4112,,
4704,variation,1005005075271899-style5-مقعدين,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style5, مقعدين",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"6192,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-4.jpg,,,sku-00016,,,,,,3,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5725500070874994,,,,pa_اللون,style5,,1,pa_اكتب,%d9%85%d9%82%d8%b9%d8%af%d9%8a%d9%86,,1,,,,,,,,,,,12000031538923477,14:200844060#style5;351:4111,,
4705,variation,1005005075271899-style3-ثلاثة-مقعد,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style3, ثلاثة-مقعد",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"7206,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-2.jpg,,,sku-00016,,,,,,4,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5569103103216398,,,,pa_اللون,style3,,1,pa_اكتب,%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-%d9%85%d9%82%d8%b9%d8%af,,1,,,,,,,,,,,12000031538923474,14:173#style3;351:4112,,
4706,variation,1005005075271899-style4-مقعدين,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style4, مقعدين",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"6192,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-3.jpg,,,sku-00016,,,,,,5,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5920508708062331,,,,pa_اللون,style4,,1,pa_اكتب,%d9%85%d9%82%d8%b9%d8%af%d9%8a%d9%86,,1,,,,,,,,,,,12000031538923475,14:365458#style4;351:4111,,
4707,variation,1005005075271899-style2-ثلاثة-مقعد,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style2, ثلاثة-مقعد",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"7206,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-1.jpg,,,sku-00016,,,,,,6,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5925196900857121,,,,pa_اللون,style2,,1,pa_اكتب,%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-%d9%85%d9%82%d8%b9%d8%af,,1,,,,,,,,,,,12000031538923472,14:193#style2;351:4112,,
4708,variation,1005005075271899-style3-مقعدين,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style3, مقعدين",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"6192,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-2.jpg,,,sku-00016,,,,,,7,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,6718470828187001,,,,pa_اللون,style3,,1,pa_اكتب,%d9%85%d9%82%d8%b9%d8%af%d9%8a%d9%86,,1,,,,,,,,,,,12000031538923473,14:173#style3;351:4111,,
4709,variation,1005005075271899-style1-ثلاثة-مقعد,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style1, ثلاثة-مقعد",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"7206,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640.jpg,,,sku-00016,,,,,,8,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5305935586173589,,,,pa_اللون,style1,,1,pa_اكتب,%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-%d9%85%d9%82%d8%b9%d8%af,,1,,,,,,,,,,,12000031538923470,14:200004889#style1;351:4112,,
4710,variation,1005005075271899-style2-مقعدين,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style2, مقعدين",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"6192,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640-1.jpg,,,sku-00016,,,,,,9,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,8596404027098121,,,,pa_اللون,style2,,1,pa_اكتب,%d9%85%d9%82%d8%b9%d8%af%d9%8a%d9%86,,1,,,,,,,,,,,12000031538923471,14:193#style2;351:4111,,
4711,variation,1005005075271899-style1-مقعدين,"كنبة مودرن من خشب الزان الاحمر - بيتك ستور - style1, مقعدين",1,0,visible,,,,,taxable,parent,1,68,,0,0,,,,,0,,,"6192,23",,,,https://betak.store/wp-content/uploads/2023/01/jpg_640x640.jpg,,,sku-00016,,,,,,10,"{""total"":22,""to_translate"":{""en"":22}}",,,,,,,,,1,1,1,,5091259237643860,,,,pa_اللون,style1,,1,pa_اكتب,%d9%85%d9%82%d8%b9%d8%af%d9%8a%d9%86,,1,,,,,,,,,,,12000031538923469,14:200004889#style1;351:4111,,
5931,variation,,"وحدة حمام خشبية لون فاتح موديل تارا من بيتك ستور",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,1650,2413,,,,,,,sk-tara-60,,,,,,3,"{""total"":31,""to_translate"":{""en"":31}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5932,variation,,"وحدة حمام خشبية لون فاتح موديل تارا من بيتك ستور",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,1800,2688,,,,,,,sk-tara-60,,,,,,4,"{""total"":30,""to_translate"":{""en"":30}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5934,variation,,"وحدة حمام للتخزين خشب صغيرة موديل هابي من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1800,2658,,,,,,,sk-happy-60,,,,,,3,"{""total"":28,""to_translate"":{""en"":28}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5935,variation,,"وحدة حمام للتخزين خشب صغيرة موديل هابي من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1666,2383,,,,,,,sk-happy-60,,,,,,4,"{""total"":30,""to_translate"":{""en"":30}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5936,variation,,"وحدة حمام تخزين خشبية بدرجين موديل وود",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3055,4391,,,,,,,sk-wood-60,,,,,,1,"{""total"":22,""to_translate"":{""en"":22}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5937,variation,,"وحدة حمام تخزين خشبية بدرجين موديل وود",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5600,8030,,,,,,,sk-wood-60,,,,,,0,"{""total"":20,""to_translate"":{""en"":20}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5938,variation,,"وحدة حمام خشبية برف تخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1666,2382,,,,,,,sk-viola-60,,,,,,1,"{""total"":22,""to_translate"":{""en"":22}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5951,variation,,"وحدة حمام خشبية برف تخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2600,3738,,,,,,,sk-viola-60,,,,,,0,"{""total"":20,""to_translate"":{""en"":20}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5955,variation,,"وحدة حمام خشبية موديل تاول من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4590,6564,,,,,,,sk-towel-60,,,,,,1,"{""total"":25,""to_translate"":{""en"":25}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5956,variation,,"وحدة حمام خشبية موديل تاول من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2727,3894,,,,,,,sk-towel-60,,,,,,0,"{""total"":29,""to_translate"":{""en"":29}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5957,variation,,"وحدة حمام خشبية لون فاتح موديل تارا من بيتك ستور",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,2400,3464,,,,,,,sk-tara-60,,,,,,1,"{""total"":27,""to_translate"":{""en"":27}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5958,variation,,"وحدة حمام خشبية لون فاتح موديل تارا من بيتك ستور",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,2100,3037,,,,,,,sk-tara-60,,,,,,2,"{""total"":28,""to_translate"":{""en"":28}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5979,variation,,"وحدة حمام للتخزين خشب صغيرة موديل هابي من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2200,3132,,,,,,,sk-happy-60,,,,,,1,"{""total"":27,""to_translate"":{""en"":27}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5980,variation,,"وحدة حمام للتخزين خشب صغيرة موديل هابي من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2500,3574,,,,,,,sk-happy-60,,,,,,0,"{""total"":26,""to_translate"":{""en"":26}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5989,variation,,"وحدة حمام خشبية غامقة بـ 3 ادراج",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5300,7672,,,,,,,sk-spider-60,,,,,,1,"{""total"":14,""to_translate"":{""en"":14}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5990,variation,,"وحدة حمام خشبية غامقة بـ 3 ادراج",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3999,5864,,,,,,,sk-spider-60,,,,,,2,"{""total"":15,""to_translate"":{""en"":15}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5991,variation,,"وحدة حمام خشبية غامقة بـ 3 ادراج",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5200,7435,,,,,,,sk-spider-60,,,,,,3,"{""total"":15,""to_translate"":{""en"":15}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
5992,variation,,"وحدة حمام خشبية غامقة بـ 3 ادراج",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4000,5714,,,,,,,sk-spider-60,,,,,,4,"{""total"":15,""to_translate"":{""en"":15}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
5993,variation,,"وحدة حمام خشبية بدرجين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5450,7837,,,,,,,id:3503,,,,,,1,"{""total"":8,""to_translate"":{""en"":8}}",,yes,yes,,product,,,,1,1,1,,5740084982786607,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
5994,variation,,"وحدة حمام خشبية بدرجين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5111,7303,,,,,,,id:3503,,,,,,2,"{""total"":9,""to_translate"":{""en"":9}}",,yes,yes,,product,,,,1,1,1,,9118343584844125,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
5995,variation,,"وحدة حمام خشب برفين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,6700,9608,,,,,,,sk-rola-80,,,,,,1,"{""total"":8,""to_translate"":{""en"":8}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
5996,variation,,"وحدة حمام خشب برفين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5490,7849,,,,,,,sk-rola-80,,,,,,2,"{""total"":9,""to_translate"":{""en"":9}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6032,variation,,"وحدة خشب بدرج لحوض الحمام",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5131,7330,,,,,,,sk-panorama-80,,,,,,1,"{""total"":10,""to_translate"":{""en"":10}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6033,variation,,"وحدة خشب بدرج لحوض الحمام",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4747,6782,,,,,,,sk-panorama-80,,,,,,2,"{""total"":11,""to_translate"":{""en"":11}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6034,variation,,"وحدة حمام للحوض",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4700,6833,,,,,,,sk-pixi-80,,,,,,1,"{""total"":6,""to_translate"":{""en"":6}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
6035,variation,,"وحدة حمام للحوض",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3800,5458,,,,,,,sk-pixi-80,,,,,,2,"{""total"":7,""to_translate"":{""en"":7}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
6036,variation,,"وحدة حمام للحوض",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,5300,7647,,,,,,,sk-pixi-80,,,,,,3,"{""total"":7,""to_translate"":{""en"":7}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
6037,variation,,"وحدة حمام للحوض",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3999,5962,,,,,,,sk-pixi-80,,,,,,4,"{""total"":7,""to_translate"":{""en"":7}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
6038,variation,,"دولاب حمام للتخزين بـ 2 ضلفة",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4655,6654,,,,,,,sk-mahgoub-120,,,,,,1,"{""total"":12,""to_translate"":{""en"":12}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,120,,1,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,,,,,,,,,,,,,,
6039,variation,,"دولاب حمام للتخزين بـ 2 ضلفة",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3500,5001,,,,,,,sk-mahgoub-120,,,,,,2,"{""total"":13,""to_translate"":{""en"":13}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_مقاس-الوحدة,120,,1,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,,,,,,,,,,,,,,
6040,variation,,"وحدة حمام خشبية توضع اسفل توب رخام او كوريان عبارة عن 2 درج تخزين موديل ماجيك من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,4350,6250,,,,,,,sk-magic-80,,,,,,1,"{""total"":28,""to_translate"":{""en"":28}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6041,variation,,"وحدة حمام خشبية توضع اسفل توب رخام او كوريان عبارة عن 2 درج تخزين موديل ماجيك من بيتك ستور",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2626,3752,,,,,,,sk-magic-80,,,,,,2,"{""total"":29,""to_translate"":{""en"":29}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6043,variation,,"وحدة حمام خشبية بدرج للتخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,3200,4686,,,,,,,sk-magi-60,,,,,,1,"{""total"":10,""to_translate"":{""en"":10}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6044,variation,,"وحدة حمام خشبية بدرج للتخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2999,4305,,,,,,,sk-magi-60,,,,,,2,"{""total"":11,""to_translate"":{""en"":11}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%83%d9%88%d9%86%d8%aa%d8%b1,,1,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6045,variation,,"وحدة حمام خشبية بدرج للتخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2400,3526,,,,,,,sk-magi-60,,,,,,3,"{""total"":11,""to_translate"":{""en"":11}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,4680%d8%b3%d9%85,,1,,,,,,,,,,,,,,
6046,variation,,"وحدة حمام خشبية بدرج للتخزين",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2300,3258,,,,,,,sk-magi-60,,,,,,4,"{""total"":11,""to_translate"":{""en"":11}}",,yes,yes,,product,,,,1,1,1,,,,,,pa_خامة-الوحدة,%d9%85%d9%8a%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%a7%d9%85-%d8%af%d9%8a-%d8%a7%d9%81,,1,pa_مقاس-الوحدة,60x46-%d8%b3%d9%85,,1,,,,,,,,,,,,,,
